toponym,offset,latitude,longitude
England,941,52.16045,-0.70312
Ireland,943,53.0,-8.0
Texas,944,31.25044,-99.25061
America,945,39.76,-98.5
Poland,946,52.0,20.0
Greece,947,39.0,22.0
India,948,20.0,77.0
England,949,52.16045,-0.70312
Mexico,950,23.0,-102.0
United States,951,39.76,-98.5
England,953,52.16045,-0.70312
England,954,52.16045,-0.70312
Wellington,955,-41.28664,174.77557
Greenland,956,72.0,-40.0
Cologne,960,50.93333,6.95
Bordeaux,961,44.84044,-0.5805
Mecca,962,21.42667,39.82611
St. Peter,963,13.25,-59.61667
Rome,964,41.89474,12.4839
Greenland,965,72.0,-40.0
London,966,51.5072648,-0.1278328
Greenland,967,72.0,-40.0
Greenland,968,72.0,-40.0
Holland,969,52.5,5.75
Connecticut,973,41.66704,-72.66648
Pip,974,57.56417,-157.57917
Alabama,975,32.75041,-86.75026
Heidelburgh Tun,976,36.81897,10.16579
Greenland,978,72.0,-40.0
Virginia,985,37.54812,-77.44675
Rome,986,41.89474,12.4839
Catskill,989,42.21731,-73.86457
Holland,991,52.5,5.75
Greece,992,39.0,22.0
Boston,993,42.35843,-71.05977
Quito,994,-0.22985,-78.52495
South America,995,37.329217,-86.364699
QUITO,996,-0.22985,-78.52495
Andes,997,-32.83369,-70.59827
Andes,998,-32.83369,-70.59827
Spain,1001,40.0,-4.0
Peru,1002,-10.0,-76.0
Bolivia,1003,-17.0,-65.0
Popayan,1004,2.43823,-76.61316
Golconda,1005,37.36727,-88.48643
Massachusetts,1006,42.36565,-71.10832
Massachusetts,1007,42.36565,-71.10832
Copenhagen,1008,55.67594,12.56553
Tolland,1010,41.87149,-72.36869
Nantucket,1011,41.28346,-70.09946
London,1012,51.5072648,-0.1278328
East,1013,27.23998,87.14802
Lima,1015,-12.04318,-77.02824
Manilla,1017,14.6042,120.9822
London,1018,51.5072648,-0.1278328
Nantucket,1019,41.28346,-70.09946
Pacific,1023,38.482,-90.74152
Japan,1025,35.68536,139.75309
Patagonia,1030,31.53954,-110.7562
Amsterdam,1031,52.37403,4.88969
Santa Claus,1032,38.12005,-86.91416
Holland,1033,52.5,5.75
Geneva,1034,46.20222,6.14569
Greenland,1035,72.0,-40.0
Nantucket,1038,41.28346,-70.09946
New Bedford,1039,41.63622,-70.9342
Algiers,1041,36.7525,3.04197
England,1046,52.16045,-0.70312
Manchester,1047,53.48095,-2.23743
New Hampshire,1048,43.66702,-71.4998
Greenland,1049,72.0,-40.0
United States,1050,39.76,-98.5
England,1052,52.16045,-0.70312
Greenland,1053,72.0,-40.0
Lombardy,1056,45.66667,9.5
France,1057,46.0,2.0
England,1058,52.16045,-0.70312
Scotland,1059,56.0,-4.0
Louisiana,1060,31.00047,-92.0004
Mississippi,1061,32.75041,-89.75036
Alabama,1062,32.75041,-86.75026
Paris,1064,48.85341,2.3488
Antwerp,1065,51.21989,4.40346
Alabama,1066,32.75041,-86.75026
Alabama,1067,32.75041,-86.75026
Andes,1068,-32.83369,-70.59827
Denderah,1069,26.16817,32.65776
Mahomet,1071,40.19531,-88.40422
Alabama,1072,32.75041,-86.75026
Iceland,1073,65.0,-18.0
Illinois,1075,40.00032,-89.25037
Missouri,1076,38.25031,-92.50046
Illinois,1077,40.00032,-89.25037
London,1078,51.5072648,-0.1278328
West,1079,31.80238,-97.09167
Goa,1080,15.40927,73.78868
Siam,1081,15.0,100.0
Africa,1085,35.50472,11.06222
New Holland,1086,40.10176,-76.08523
Kremlin,1088,36.54725,-97.83145
Netherlands,1089,52.5,5.75
London,1090,51.5072648,-0.1278328
Nantucket,1091,41.28346,-70.09946
South,1097,6.66667,2.25
China,1100,35.0,105.0
Pacific,1101,38.482,-90.74152
Japan,1103,35.68536,139.75309
Nantucket,1104,41.28346,-70.09946
South-Sea-men,1105,45.50032,-69.24977
Nantucket,1112,41.28346,-70.09946
Nantucket,1113,41.28346,-70.09946
Nantucket,1114,41.28346,-70.09946
Pacific,1133,38.482,-90.74152
Pacific,1135,38.482,-90.74152
Pacific,1136,38.482,-90.74152
Perth,1141,-31.95224,115.8614
West,1142,31.80238,-97.09167
Perth,1143,-31.95224,115.8614
Perth,1144,-31.95224,115.8614
Perth,1145,-31.95224,115.8614
Perth,1146,-31.95224,115.8614
Perth,1147,-31.95224,115.8614
Perth,1148,-31.95224,115.8614
Perth,1149,-31.95224,115.8614
Perth,1150,-31.95224,115.8614
Perth,1151,-31.95224,115.8614
Perth,1152,-31.95224,115.8614
Perth,1153,-31.95224,115.8614
Perth,1154,-31.95224,115.8614
Perth,1155,-31.95224,115.8614
Nantucket,1159,41.28346,-70.09946
Nantucket,1161,41.28346,-70.09946
Manilla,1162,14.6042,120.9822
America,1163,39.76,-98.5
Bengal,1164,24.0,88.0
Nantucket,1170,41.28346,-70.09946
Andes,1172,-32.83369,-70.59827
Herculaneum,1175,38.26839,-90.38012
Perth,1176,-31.95224,115.8614
Japan,1179,35.68536,139.75309
East,1181,27.23998,87.14802
East,1182,27.23998,87.14802
Tahiti,1185,-17.5,-149.5
Pip,1186,57.56417,-157.57917
Perth,1187,-31.95224,115.8614
Nantucket,1196,41.28346,-70.09946
Rome,1199,41.89474,12.4839
Perth,1200,-31.95224,115.8614
Equator,1202,-2.0,-77.5
Pacific,1203,38.482,-90.74152
Nantucket,1204,41.28346,-70.09946
Nantucket,1205,41.28346,-70.09946
Nantucket,1206,41.28346,-70.09946
Andes,1207,-32.83369,-70.59827
Crete,1210,35.15585,24.89502
Virginia,1211,37.54812,-77.44675
Perth,1212,-31.95224,115.8614
Eddystone,1213,39.86011,-75.34436
Nantucket,1216,41.28346,-70.09946
Greenland,1223,72.0,-40.0
Nantucket,1224,41.28346,-70.09946
United States,1232,39.76,-98.5
United States,1233,39.76,-98.5
United States,1234,39.76,-98.5
United States,1235,39.76,-98.5
United States,1236,39.76,-98.5
United States,1237,39.76,-98.5
"United
States",1238,38.0,-97.0
United States,1239,39.76,-98.5
Mississippi,1240,32.75041,-89.75036
U.S.,1241,39.76,-98.5
Salt Lake City,1243,40.76078,-111.89105
UT,1244,39.25024,-111.75103
"United
States",1245,38.0,-97.0
United States,1246,39.76,-98.5
U.S.,1247,39.76,-98.5
U.S.,1248,39.76,-98.5
