toponym,offset
Balashev,1220
England,1221
Saltykov,1222
Balashev,1223
Pomerania,1224
Niemen,1225
Vistula,1226
Balashev,1227
Vistula,1228
Moscow,1229
England,1230
England,1231
Turkey,1232
Moldavia,1233
Wallachia,1234
Finland,1235
Wallachia,1236
Russia,1237
Gulf of Bothnia,1238
Danube,1239
Balashev,1240
Vilna,1241
Vistula,1242
Russia,1243
Russia,1244
Sweden,1245
Prussia,1246
Europe,1247
Dvina,1248
Dnieper,1249
Europe,1250
Balashev,1251
Russia,1252
Caulaincourt,1253
Vilna,1254
Moscow,1255
Moscow,1256
Moscow,1257
Moscow,1258
Moscow,1259
Caulaincourt,1260
Europe,1261
Russia,1262
Spain,1263
Spain,1264
Moscow,1265
Rome,1266
Moscow,1267
Petersburg,1268
Moscow,1269
Petersburg,1270
Wintzingerode,1271
Balashev,1272
Wurttemberg,1273
Weimar,1274
Germany,1275
Russia,1276
Balashev,1277
Moscow,1278
Petersburg,1279
Kurágin,1280
Moldavia,1281
Petersburg,1282
Moldavia,1283
Turkey,1284
Turkey,1285
Russia,1286
Bogucharovo,1287
Switzerland,1288
Rome,1289
Turkey,1290
Russia,1291
Turkey,1292
Bucharest,1293
Bald Hills,1294
Smolensk,1295
Bald Hills,1296
Switzerland,1297
Dessalles,1298
Bald Hills,1299
Kurágin,1300
Bald Hills,1301
Drissa,1302
Petersburg,1303
Kurágin,1304
Vilna,1305
Wolzogen,1306
Arakcheev,1307
Vilna,1308
Pfuel,1309
Wolzogen,1310
Wintzingerode,1311
Vilna,1312
Poland,1313
Russia,1314
Austerlitz,1315
Vilna,1316
Vitebsk,1317
Petersburg,1318
Petersburg,1319
Finland,1320
Russia,1321
Moscow,1322
Turkey,1323
Pfuel,1324
Turkey,1325
Turkey,1326
Petersburg,1327
Moscow,1328
Pfuel,1329
Austerlitz,1330
Otradnoe,1331
Ukraine,1332
Poland,1333
Vilna,1334
Vilna,1335
Russia,1336
Saltanov,1337
Thermopylae,1338
Poland,1339
Lavrushka,1340
Rostóv,1341
Ostrovna,1342
Vitebsk,1343
Rostóv,1344
Rostóv,1345
Ostrovna,1346
Moscow,1347
Sónya,1348
Otradnoe,1349
St. Peter,1350
Moscow,1351
Moscow,1352
Matins,1353
Mass,1354
Moscow,1355
Moscow,1356
Russia,1357
Smolensk,1358
Russia,1359
Moscow,1360
Kurágin,1361
Russia,1362
Jerusalem,1363
Russia,1364
Israel,1365
Natásha,1366
Jerusalem,1367
Moscow,1368
Moscow,1369
Rostóvs,1370
Moscow,1371
Moscow,1372
Bolkónski,1373
Moscow,1374
Russia,1375
Smolensk,1376
Moscow,1377
Rostopchin,1378
Moscow,1379
Russia,1380
Russia,1381
Moscow,1382
Sónya,1383
Europe,1384
Russia,1385
Pétya,1386
Moscow,1387
Pétya,1388
Kremlin,1389
Kremlin,1390
Pétya,1391
Kremlin Square,1392
Kremlin,1393
Pétya,1394
Pétya,1395
Pétya,1396
Pétya,1397
Kremlin,1398
Pétya,1399
Pétya,1400
Sloboda Palace,1401
Pétya,1402
Square,1403
Smolensk,1404
Smolensk,1405
Moscow,1406
Russia,1407
Russia,1408
Europe,1409
Russia,1410
Russia,1411
Moscow,1412
Moscow,1413
Smolensk,1414
Moscow,1415
Moscow,1416
Russia,1417
Dresden,1418
Balashev,1419
Russia,1420
Russia,1421
Moscow,1422
Smolensk,1423
Russia,1424
Pfuel,1425
Russia,1426
Russia,1427
Smolensk,1428
Moscow,1429
Smolensk,1430
Smolensk,1431
Moscow,1432
Russia,1433
Smolensk,1434
Ukraine,1435
Moscow,1436
Petersburg,1437
Smolensk,1438
Bronnitskis,1439
Smolensk,1440
Smolensk,1441
Smolensk,1442
Smolensk,1443
Smolensk,1444
Moscow,1445
Dessalles,1446
Moscow,1447
Moscow,1448
Dessalles,1449
Vitebsk,1450
Bald Hills,1451
Moscow,1452
Vitebsk,1453
Dessalles,1454
Poland,1455
Dnieper,1456
Prussia,1457
Dessalles,1458
Smolensk,1459
Alpatych,1460
Smolensk,1461
Vitebsk,1462
Vitebsk,1463
Smolensk,1464
Danube,1465
Bald Hills,1466
Smolensk,1467
Moscow,1468
Alpatych,1469
Dessalles,1470
"Bald
Hills",1471
Smolensk,1472
Alpatych,1473
Bald Hills,1474
Smolensk,1475
Smolensk,1476
Gachina,1477
Dnieper,1478
Moscow,1479
Smolensk,1480
Smolensk,1481
Smolensk,1482
Smolensk,1483
Marina,1484
Smolensk,1485
Alpatych,1486
Russia,1487
Alpatych,1488
Smolensk,1489
Bald Hills,1490
Moscow,1491
Alpatych,1492
Bald Hills,1493
Smolensk,1494
Bald Hills,1495
Smolensk,1496
Timokhin,1497
Smolensk,1498
Moscow,1499
Bald Hills,1500
Moscow,1501
Bald Hills,1502
"Bald
Hills",1503
Bogucharovo,1504
Bogucharovo,1505
Moscow,1506
Bogucharovo,1507
Alpatych,1508
Ryazan,1509
Moscow,1510
Mikháylovna,1511
Smolensk,1512
Smolensk,1513
Smolensk,1514
Moscow,1515
Russia,1516
Russia,1517
Moscow,1518
Wolzogen,1519
Russia,1520
Russia,1521
Moscow,1522
Hélène,1523
France,1524
Hélène,1525
Hélène,1526
Petersburg,1527
Hélène,1528
Moscow,1529
Petersburg,1530
Moscow,1531
Russia,1532
Bucharest,1533
Petersburg,1534
Smolensk,1535
Moscow,1536
Moscow,1537
Moscow,1538
Dorogobuzh,1539
Vyazma,1540
Tsarevo-Zaymishche,1541
Borodino,1542
Moscow,1543
Moscow,1544
Moscow,1545
Vyazma,1546
Moscow,1547
Moscow,1548
Lavrushka,1549
Pyramids,1550
Lavrushka,1551
East,1552
Moscow,1553
Yankovo,1554
Moscow,1555
Smolensk,1556
Bald Hills,1557
Bald Hills,1558
Russia,1559
Bald Hills,1560
Dessalles,1561
Bogucharovo,1562
Moscow,1563
Bald Hills,1564
Bogucharovo,1565
Bogucharovo,1566
Dessalles,1567
Moscow,1568
Bogucharovo,1569
Bogucharovo,1570
Bogucharovo,1571
Tíkhon,1572
Smolensk,1573
Russia,1574
Russia,1575
Bogucharovo,1576
Tíkhon,1577
Bogucharovo,1578
Bald Hills,1579
Bald Hills,1580
Bogucharovo,1581
Bogucharovo,1582
Siberia,1583
Bogucharovo,1584
Bald Hills,1585
Visloukhovo,1586
Visloukhovo,1587
Bogucharovo,1588
Bogucharovo,1589
Bogucharovo,1590
Bald Hills,1591
Bogucharovo,1592
Bogucharovo,1593
Alpatych,1594
Moscow,1595
Bald Hills,1596
Bogucharovo,1597
Vyazma,1598
Bogucharovo,1599
Bogucharovo,1600
Moscow,1601
Moscow,1602
Bald Hills,1603
Bald Hills,1604
Tíkhon,1605
Crimea,1606
Yankovo,1607
Bogucharovo,1608
Bogucharovo,1609
Bogucharovo,1610
Lavrushka,1611
Alpatych,1612
Alpatych,1613
Vanka,1614
Bogucharovo,1615
Bogucharovo,1616
Yankovo,1617
Moscow,1618
Bogucharovo,1619
Providence,1620
Bogucharovo,1621
Russia,1622
Tsarevo-Zaymishche,1623
Smolensk,1624
Smolensk,1625
Smolensk,1626
Vyazma,1627
Tsarevo-Zaymishche,1628
Bald Hills,1629
Russia,1630
Bucharest,1631
Turkey,1632
Moscow,1633
Russia,1634
Moscow,1635
Moscow,1636
Moscow,1637
Moscow,1638
Moscow,1639
Moscow,1640
Moscow,1641
Moscow,1642
Moscow,1643
Moscow,1644
Moscow,1645
Moscow,1646
Moscow,1647
Amazon,1648
Moscow,1649
Belaya Tserkov,1650
Moscow,1651
Moscou,1652
Moscow,1653
Moscow,1654
Moscow,1655
Moscow,1656
Moscow,1657
Moscow,1658
Moscow,1659
Vyazma,1660
Moscow,1661
Moscow,1662
Petersburg,1663
Moscow,1664
Moscow,1665
Vorontsovo,1666
Vorontsovo,1667
"Bolotnoe Place
Pierre",1668
Lobnoe Place,1669
Lobnoe Place,1670
Lubyanka Street,1671
Lobnoe Place,1672
Moscow,1673
Moscow,1674
Mozhaysk,1675
Moscow,1676
Perkhushkovo,1677
Shevardino,1678
Perkhushkovo,1679
Mozhaysk,1680
Mozhaysk,1681
Moscow,1682
Sloboda Palace,1683
Borodino,1684
Shevardino,1685
Borodino,1686
Borodino,1687
Moscow,1688
Moscow,1689
Borodino,1690
Moscow,1691
Vienna,1692
Smolensk,1693
Moscow,1694
Smolensk,1695
Borodino,1696
Borodino,1697
Smolensk,1698
Borodino,1699
Moscow,1700
Smolensk,1701
Borodino,1702
Utitsa,1703
Borodino,1704
Borodino,1705
Borodino,1706
Borodino,1707
Borodino,1708
Borodino,1709
Shevardino,1710
Novoe,1711
Borodino,1712
Voyna,1713
Borodino,1714
Smolensk,1715
Moscow,1716
Valuevo,1717
Utitsa,1718
Borodino,1719
Utitsa,1720
Semënovsk,1721
Borodino,1722
Russia,1723
Gridneva,1724
Borodino,1725
Novoe,1726
Utitsa,1727
Borodino,1728
Borodino,1729
Borodino,1730
Moscow,1731
Moscow,1732
Tatarinova,1733
Mozhaysk,1734
Mozhaysk,1735
Smolensk,1736
Borodino,1737
Valuevo,1738
Valuevo,1739
Kolocha Monastery,1740
Semënovsk,1741
Borodino,1742
Moskva River,1743
